Ano,Tipo de Emenda,Autor da emenda,Numero da emenda,Localidade do gasto,Funcao,Subfuncao,Programa Orcamentario,Acao Orcamentaria,Plano Orcamentario,Codigo da emenda,Valor empenhado,Valor pago
2023,Emenda Individual - Transferências com Finalidade Definida,EUCLYDES PETTERSEN,2,MINAS GERAIS (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE,ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS,202339780002,488762.0,241316.0
2023,Emenda Individual - Transferências com Finalidade Definida,JEFFERSON CAMPOS,14,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202315810014,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,PROFESSOR JOZIEL,16,RIO DE JANEIRO - RJ,Desporto e lazer,Desporto comunitário,5026 - ESPORTE,"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL","DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS",202340590016,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,JEFFERSON CAMPOS,15,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202315810015,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,MILTON VIEIRA,11,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202326200011,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,GELSON AZEVEDO,7,RIO DE JANEIRO (UF),Assistência social,Assistência comunitária,5027 - INCLUSAO PRODUTIVA DE PESSOAS EM SITUACAO DE VULNERABILIDADE SOCIAL,20GG - PROMOCAO DA INCLUSAO SOCIOECONOMICA DE PESSOAS EM SITUACAO DE VULNERABILIDADE,PROMOCAO DA INCLUSAO PRODUTIVA DE PESSOAS EM SITUACAO DE POBREZA,202339930007,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,FERNANDA MELCHIONNA,1,RIO GRANDE DO SUL (UF),Educação,Ensino profissional,5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA,"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA","FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA",202339840001,488762.0,188762.0
2023,Emenda Individual - Transferências com Finalidade Definida,REGINALDO LOPES,21,MINAS GERAIS (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,202314110021,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,NERI GELLER,17,MATO GROSSO (UF),Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202325860017,488762.0,188762.0
2023,Emenda Individual - Transferências Especiais,JOSE NUNES,23,ADUSTINA - BA,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202327450023,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,FERNANDA MELCHIONNA,5,RIO GRANDE DO SUL (UF),Trabalho,Fomento ao trabalho,5027 - INCLUSAO PRODUTIVA DE PESSOAS EM SITUACAO DE VULNERABILIDADE SOCIAL,"215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO","FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO - DESPESAS DIVERSAS",202339840005,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,JEFFERSON CAMPOS,6,FERNANDÓPOLIS - SP,Assistência social,Assistência comunitária,5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS,202315810006,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,ERIKA KOKAY,11,DISTRITO FEDERAL (UF),Trabalho,Fomento ao trabalho,5027 - INCLUSAO PRODUTIVA DE PESSOAS EM SITUACAO DE VULNERABILIDADE SOCIAL,"215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO","FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO - DESPESAS DIVERSAS",202328260011,488762.0,0.0
2023,Emenda Individual - Transferências Especiais,FABIO RAMALHO,22,MÚLTIPLO,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202323680022,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,CARLOS JORDY,8,RIO DE JANEIRO (UF),Desporto e lazer,Desporto comunitário,5026 - ESPORTE,"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL","DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS",202339300008,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,JOSIAS GOMES,3,Nacional,Agricultura,Difusão do conhecimento científico e tecnológico,2203 - PESQUISA E INOVACAO AGROPECUARIA,8924 - TRANSFERENCIA DE TECNOLOGIAS PARA A INOVACAO PARA A AGROPECUARIA,TRANSFERENCIA DE TECNOLOGIAS PARA A INOVACAO PARA A AGROPECUARIA - DESPESAS DIVERSAS,202313620003,488762.0,211967.48
2023,Emenda Individual - Transferências com Finalidade Definida,GUSTAVO FRUET,5,PARANÁ (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202336460005,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,FRANCISCO JR.,9,GOIÁS (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","5034 - PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS",21AR - PROMOCAO E DEFESA DE DIREITOS HUMANOS PARA TODOS,PROMOCAO E DEFESA DE DIREITOS HUMANOS PARA TODOS - DESPESAS DIVERSAS,202339890009,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,JOAO CAMPOS,13,GOIÁS (UF),Assistência social,Assistência comunitária,"5032 - REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL",20R9 - REDUCAO DA DEMANDA DE DROGAS,REDUCAO DA DEMANDA DE DROGAS - DESPESAS DIVERSAS,202319550013,488762.0,388762.0
2023,Emenda Individual - Transferências com Finalidade Definida,BIBO NUNES,6,RIO GRANDE DO SUL (UF),Segurança pública,Policiamento,"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO","2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO","POLICIAMENTO, FISCALIZACAO, COMBATE A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS",202339200006,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,JEFFERSON CAMPOS,12,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,5018 - ATENCAO ESPECIALIZADA A SAUDE,2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202315810012,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,DANIEL TRZECIAK,3,Sul,Educação,Assistência hospitalar e ambulatorial,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20RX - REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF,REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS,202339510003,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,HELDER SALOMAO,12,Nacional,Saúde,Formação de recursos humanos,5021 - GESTAO E ORGANIZACAO DO SUS,20YD - EDUCACAO E TRABALHO NA SAUDE,EDUCACAO E FORMACAO EM SAUDE,202333120012,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,NERI GELLER,15,CUIABÁ - MT,Cultura,Difusão cultural,5025 - CULTURA,"218A - INOVACAO, DIFUSAO E AMPLIACAO DO ACESSO A PRODUCAO AUDIOVISUAL BRASILEIRA","INOVACAO, DIFUSAO E AMPLIACAO DO ACESSO A PRODUCAO AUDIOVISUAL BRASILEIRA",202325860015,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,REGINALDO LOPES,3,MINAS GERAIS (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS",202314110003,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,CORONEL ARMANDO,16,JOINVILLE - SC,Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,"2208 - TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL",20V6 - FOMENTO AO DESENVOLVIMENTO TECNOLOGICO E A INOVACAO NAS EMPRESAS E NAS CADEIAS PRODUTIVAS,"FOMENTO A PESQUISA E DESENVOLVIMENTO VOLTADOS A INOVACAO, A TECNOLOGIAS DIGITAIS E AO PROCESSO PRODUTIVO - DESPESAS DIVERSAS",202339440016,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,PEDRO CUNHA LIMA,24,JOÃO PESSOA - PB,Desporto e lazer,Desporto comunitário,5026 - ESPORTE,"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL","DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS",202337390024,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,ATILA LINS,1,Nacional,Assistência social,Alimentação e nutrição,5033 - SEGURANCA ALIMENTAR E NUTRICIONAL,2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL,AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL - DESPESAS DIVERSAS,202316190001,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,PAULO PIMENTA,11,RIO GRANDE DO SUL (UF),Agricultura,Promoção da produção agropecuária,1031 - AGROPECUARIA SUSTENTAVEL,20ZV - FOMENTO AO SETOR AGROPECUARIO,FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS,202319860011,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,ANGELA AMIN,6,SANTA CATARINA (UF),Ciência e Tecnologia,Difusão do conhecimento científico e tecnológico,2204 - BRASIL NA FRONTEIRA DO CONHECIMENTO,"6702 - APOIO A PROJETOS E EVENTOS DE EDUCACAO, DIVULGACAO E POPULARIZACAO DA CIENCIA E EDUCACAO CIENTIFICA","APOIO A PROJETOS E EVENTOS DE EDUCACAO, DIVULGACAO E POPULARIZACAO DA PESQUISA E DESENVOLVIMENTO - DESPESAS DIVERSAS",202318800006,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,GUSTAVO FRUET,7,Nacional,Segurança pública,Policiamento,"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO","2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO","POLICIAMENTO, FISCALIZACAO, COMBATE A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS",202336460007,488762.0,299990.0
2023,Emenda Individual - Transferências com Finalidade Definida,REGINALDO LOPES,10,MINAS GERAIS (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS,202314110010,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,IVAN VALENTE,2,Nacional,Saúde,Desenvolvimento científico,"5020 - DESENVOLVIMENTO CIENTIFICO, TECNOLOGICO E PRODUTIVO EM SAUDE","21BF - PESQUISA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO EM SAUDE","PESQUISA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO EM SAUDE - DESPESAS DIVERSAS",202332280002,488762.0,0.0
2023,Emenda Individual - Transferências Especiais,MARCOS AURELIO SAMPAIO,1,PIAUÍ (UF),Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202340420001,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,CELSO RUSSOMANNO,12,Nacional,Defesa nacional,Desenvolvimento científico,"6013 - OCEANOS, ZONA COSTEIRA E ANTARTICA",2345 - APOIO LOGISTICO A PESQUISA CIENTIFICA NA ANTARTICA,APOIO LOGISTICO A PESQUISA CIENTIFICA NA ANTARTICA,202331600012,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,DULCE MIRANDA,21,Nacional,Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202330860021,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,VIVI REIS,5,PARÁ (UF),Educação,Assistência hospitalar e ambulatorial,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20RX - REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF,REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS,202342150005,488762.0,84357.51
2023,Emenda Individual - Transferências com Finalidade Definida,CLAUDIO CAJADO,4,BAHIA (UF),Desporto e lazer,Desporto comunitário,5026 - ESPORTE,"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL","DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROJETOS E EVENTOS DE ESPORTE, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS",202331660004,488762.0,487946.88
2023,Emenda Individual - Transferências com Finalidade Definida,JOAO CAMPOS,4,ANÁPOLIS - GO,Assistência social,Assistência comunitária,"5032 - REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL",20R9 - REDUCAO DA DEMANDA DE DROGAS,REDUCAO DA DEMANDA DE DROGAS - DESPESAS DIVERSAS,202319550004,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,BOHN GASS,5,RIO GRANDE DO SUL (UF),Agricultura,Promoção da produção agropecuária,1031 - AGROPECUARIA SUSTENTAVEL,20ZV - FOMENTO AO SETOR AGROPECUARIO,FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS,202328620005,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,SANDRO ALEX,4,PARANÁ (UF),Segurança pública,Policiamento,"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO","2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO","POLICIAMENTO, FISCALIZACAO, COMBATE A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS",202328470004,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,BENES LEOCADIO,6,RIO GRANDE DO NORTE (UF),Educação,Ensino profissional,5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA,"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA","FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS",202339170006,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,PAULO ABI-ACKEL,4,MINAS GERAIS (UF),Cultura,Difusão cultural,5025 - CULTURA,20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA,PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS,202324870004,488762.0,300000.0
2023,Emenda Individual - Transferências com Finalidade Definida,ALINE GURGEL,4,AMAPÁ (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO","FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS",202339100004,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,PROFESSOR ALCIDES,6,GOIÁS (UF),Assistência social,Alimentação e nutrição,5033 - SEGURANCA ALIMENTAR E NUTRICIONAL,2798 - AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL,AQUISICAO E DISTRIBUICAO DE ALIMENTOS DA AGRICULTURA FAMILIAR PARA PROMOCAO DA SEGURANCA ALIMENTAR E NUTRICIONAL - DESPESAS DIVERSAS,202340580006,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,LIZIANE BAYER,1,RIO GRANDE DO SUL (UF),Segurança pública,Policiamento,"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO","2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO","POLICIAMENTO, FISCALIZACAO, COMBATE A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS",202341130001,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,JEFFERSON CAMPOS,16,ITAPEVA - SP,Assistência social,Assistência comunitária,5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS),ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS,202315810016,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,ANGELA AMIN,8,SANTA CATARINA (UF),Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,"2208 - TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVEL",20UQ - APOIO A PROJETOS DE TECNOLOGIAS APLICADAS,APOIO A PROJETOS DE TECNOLOGIAS APLICADAS - DESPESAS DIVERSAS,202318800008,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,JOSE GUIMARAES,3,CEARÁ (UF),Assistência social,Assistência comunitária,"5032 - REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL",20R9 - REDUCAO DA DEMANDA DE DROGAS,REDUCAO DA DEMANDA DE DROGAS - DESPESAS DIVERSAS,202324420003,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,SAMIA BOMFIM,15,SÃO PAULO (UF),Educação,Ensino superior,"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO",20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR,FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS,202341300015,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,FERNANDA MELCHIONNA,9,RIO GRANDE DO SUL (UF),Comunicações,Tecnologia da informação,2205 - CONECTA BRASIL,20V8 - APOIO A INICIATIVAS E PROJETOS DE INCLUSAO DIGITAL,APOIO A INICIATIVAS E PROJETOS DE INCLUSAO DIGITAL - DESPESAS DIVERSAS,202339840009,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,DULCE MIRANDA,16,Nacional,Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202330860016,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,DULCE MIRANDA,2,Nacional,Saúde,Atenção básica,5019 - ATENCAO PRIMARIA A SAUDE,2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS,INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS,202330860002,488762.0,0.0
2023,Emenda Individual - Transferências com Finalidade Definida,JOAQUIM PASSARINHO,7,PARÁ (UF),Segurança pública,Policiamento,"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO","2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO","POLICIAMENTO, FISCALIZACAO, COMBATE A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS",202336920007,488762.0,0.0
2023,Emenda Individual - Transferências Especiais,FABIO RAMALHO,21,MÚLTIPLO,Encargos especiais,Outras transferências,0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA,0EC2 - TRANSFERENCIAS ESPECIAIS,TRANSFERENCIAS ESPECIAIS,202323680021,488762.0,488762.0
2023,Emenda Individual - Transferências com Finalidade Definida,GENERAL PETERNELLI,10,Nacional,Múltiplo,Múltiplo,MU - Múltiplo,MU - Múltiplo,PROMOCAO E DEFESA DE DIREITOS HUMANOS PARA TODOS - DESPESAS DIVERSAS,202339950010,488762.0,0.0
